target_id	length	eff_length	est_counts	tpm
Sb10g000101.1	1056	869.956	182	4.60794
Sb10g000200.1	1305	1118.96	16	0.314949
Sb10g000210.1	1288	1101.96	2408	48.131
Sb10g000220.1	339	153.347	0	0
Sb10g000230.1	1001	814.956	49521	1338.41
Sb10g000240.1	2903	2716.96	1953	15.8326
Sb10g000250.1	1408	1221.96	347	6.2547
Sb10g000260.1	2115	1928.96	137	1.56434
Sb10g000270.1	1433	1246.96	187	3.30311
Sb10g000280.1	2266	2079.96	248	2.62621
Sb10g000290.1	282	98.1208	4	0.897907
Sb10g000300.1	1245	1058.96	73	1.51837
Sb10g000310.1	3417	3230.96	432	2.945
Sb10g000320.1	1201	1014.96	0	0
Sb10g000320.2	1182	995.956	0	0
Sb10g000330.1	1490	1303.96	31	0.523638
Sb10g000340.1	1389	1202.96	24	0.439434
Sb10g000350.1	2974	2787.96	569	4.4953
Sb10g000360.1	1816	1629.96	482	6.51334
Sb10g000370.1	1335	1148.96	2	0.0383406
Sb10g000380.1	955	768.956	472	13.5199
Sb10g000390.1	2528	2341.96	114	1.07216
Sb10g000390.2	1960	1773.96	0	0
Sb10g000400.1	3105	2918.96	1207	9.10777
Sb10g000410.1	6012	5825.96	817	3.08878
Sb10g000415.1	498	311.956	0	0
Sb10g000420.1	1299	1112.96	255	5.04655
Sb10g000430.1	2832	2645.96	549.467	4.57395
Sb10g000440.1	1863	1676.96	601.533	7.90079
Sb10g000445.1	2994	2807.96	1386	10.8719
Sb10g000450.1	1345	1158.96	184	3.4969
Sb10g000460.1	1020	833.956	0	0
Sb10g000470.1	2332	2145.96	67	0.68768
Sb10g000480.1	1905	1718.96	14	0.179389
Sb10g000490.1	1822	1635.96	83	1.11748
Sb10g000495.1	288	103.866	0	0
Sb10g000500.1	3314	3127.96	631	4.44325
Sb10g000510.1	402	215.982	0	0
Sb10g000520.1	2002	1815.96	44	0.533679
Sb10g000525.1	705	518.956	27	1.14595
Sb10g000530.1	1227	1040.96	0	0
Sb10g000535.1	480	293.956	0	0
Sb10g000540.1	2367	2180.96	218	2.20162
Sb10g000550.1	1260	1073.96	13	0.266618
Sb10g000560.1	939	752.956	115.038	3.36514
Sb10g000570.1	5814	5627.96	821	3.2131
Sb10g000580.1	1050	863.956	0	0
Sb10g000590.1	1524	1337.96	1658	27.2945
Sb10g000600.1	1407	1220.96	41	0.739633
Sb10g000610.1	678	491.956	0	0
Sb10g000620.1	2109	1922.96	1	0.0114542
Sb10g000630.1	285	100.97	27.3663	5.96977
Sb10g000635.1	696	509.956	22	0.950217
Sb10g000640.1	2364	2177.96	6	0.0606785
Sb10g000650.1	768	581.956	179.555	6.79581
Sb10g000660.1	1986	1799.96	143	1.74987
Sb10g000670.1	807	620.956	4	0.141883
Sb10g000680.1	183	36.2272	0	0
Sb10g000690.1	1347	1160.96	513	9.73272
Sb10g000700.1	1008	821.956	14768	395.736
